id,Join_Count,Status,Score,Match_type,Side,X,Y,Match_addr,ARC_Street,Entry_no,Owner_name,street,city,state,zip,Entry_no_1,License_Nu,Status_1,License_Ty,Orig_Iss_D,Expir_Date,Census_tra,Business_N,Mailing_Ad,Geo_Code,Tract2010,coords.x1,coords.x2
2397,1,M,79,A,L,-122.46090311,37.78885285,"9 Presidio Ter, San Francisco, CA, 94118",8 PRESIDIO TER,3073,PRESIDIO GOLF CLUB,8 PRESIDIO TER,San Francisco,CA,94118,3073,14495,ACTIVE,50,1938/01/28,2013/05/31,Census Tract: 0401.00,NA,NA,3800,40100,1827301.23721865,644847.067333629
2539,1,M,100,A,R,-122.41009558,37.78897129,"595 Sutter St, San Francisco, CA, 94102",595 SUTTER ST,3274,FRANCISCA CLUB,595 SUTTER ST,San Francisco,CA,94102,3274,23181,ACTIVE,50,1938/02/10,2014/01/31,Census Tract: 0121.00,FRANCISCA CLUB,NA,3800,12100,1831775.9313463,644768.486432888
2465,1,M,100,A,R,-122.43824372,37.78612877,"1770 Scott St, San Francisco, CA, 94115",1770 SCOTT ST,3170,CALIFORNIA TENNIS CLUB,1770 SCOTT ST,San Francisco,CA,94115,3170,26221,ACTIVE,50,1938/04/23,2014/01/31,Census Tract: 0153.00,CALIFORNIA TENNIS CLUB,NA,3800,15300,1829290.65414212,644504.12327016
2378,1,M,100,A,R,-122.40911118,37.79208699,"800 Powell St, San Francisco, CA, 94108",800 POWELL ST,3050,UNIVERSITY CLUB,800 POWELL ST,San Francisco,CA,94108,3050,555,ACTIVE,50,1939/01/01,2013/05/31,Census Tract: 0113.00,UNIVERSITY CLUB,NA,3800,11300,1831869.29662636,645111.998913997
2620,1,M,100,A,R,-122.41077367,37.78364936,"144 Taylor St, San Francisco, CA, 94102",144 TAYLOR ST,3382,ORIGINAL JOES INC,144 TAYLOR ST,San Francisco,CA,94102,3382,31755,ACTIVE,47,1939/03/08,2013/05/31,Census Tract: 0125.01,ORIGINAL JOES,"2727 GOUGH ST SAN FRANCISCO, CA 94123",3800,12501,1831703.68090223,644178.957921878
2407,1,M,100,A,R,-122.43693372,37.72152199,"25 Russia Ave, San Francisco, CA, 94112",25 RUSSIA AVE,3091,ITALIAN AMERICAN SOCIAL CLUB OF S F,25 RUSSIA AVE,San Francisco,CA,94112,3091,18918,ACTIVE,47,1940/06/04,2013/08/31,Census Tract: 0260.01,NA,NA,3800,26001,1829257.0931699,637332.907152063
1639,1,M,100,A,L,-122.41594703,37.80826426,"206 Jefferson St, San Francisco, CA, 94133",206 JEFFERSON ST,2130,TARANTINOS INC,206 JEFFERSON ST,San Francisco,CA,94133,2130,49783,ACTIVE,47,1947/03/06,2013/03/31,Census Tract: 0101.00,TARANTINOS INC,NA,3800,10100,1831304.21081547,646919.526311179
2538,1,M,100,A,R,-122.4103845,37.78893525,"609 Sutter St, San Francisco, CA, 94102",609 SUTTER ST,3273,MARINES MEMORIAL ASSOCIATION,609 SUTTER ST,San Francisco,CA,94102,3273,1436,ACTIVE,52,1949/10/17,2013/06/30,Census Tract: 0121.00,MARINES MEMORIAL ASSOCIATION,NA,3800,12100,1831749.71603587,644765.028339383
7351,1,M,100,A,R,-122.4103845,37.78893525,"609 Sutter St, San Francisco, CA, 94102",609 SUTTER ST,3272,MARINES MEMORIAL ASSOCIATION,609 SUTTER ST,San Francisco,CA,94102,3272,1436,ACTIVE,21,1949/10/17,2013/06/30,Census Tract: 0121.00,MARINES MEMORIAL ASSOCIATION,NA,3800,12100,1831749.71603587,644765.028339383
2492,1,M,79,A,L,-122.41587149,37.80828707,"9 Fishermans Wharf, San Francisco, CA, 94133",8 FISHERMANS WHARF,3210,ALIOTO FISH CO LTD (est. address),8 FISHERMANS WHARF,San Francisco,CA,94133,3210,11059,ACTIVE,47,1950/09/13,2013/09/30,Census Tract: 0107.00,NA,"8 FISHERMANS WHARF SAN FRANCISCO, CA 94133",3800,10100,1831310.58549672,646921.392432333
7181,1,M,79,A,L,-122.41587149,37.80828707,"9 Fishermans Wharf, San Francisco, CA, 94133",8 FISHERMANS WHARF,3209,ALIOTO FISH CO LTD (est. address),8 FISHERMANS WHARF,San Francisco,CA,94133,3209,11059,ACTIVE,21,1950/09/13,2013/09/30,Census Tract: 0107.00,NA,"8 FISHERMANS WHARF SAN FRANCISCO, CA 94133",3800,10100,1831310.58549672,646921.392432333
2862,1,M,100,A,R,-122.44249722,37.80787791,"1 Yacht Rd, San Francisco, CA, 94123",1 YACHT RD,3681,GOLDEN GATE YACHT CLUB INC,1 YACHT RD,San Francisco,CA,94123,3681,24057,ACTIVE,51,1950/12/28,2013/07/31,Census Tract: 0127.00,GOLDEN GATE YACHT CLUB,NA,3800,12700,1828966.14826812,646924.803414414
896,1,M,100,A,L,-122.4154968,37.80390367,"1025 Columbus Ave, San Francisco, CA, 94133",1025 COLUMBUS AVE,1166,BIMBOS 365 CLUB INC,1025 COLUMBUS AVE,San Francisco,CA,94133,1166,9764,ACTIVE,47,1951/06/08,2013/04/30,Census Tract: 0103.00,BIMBOS 365 CLUB,NA,3800,10300,1831333.8896395,646434.732655801
530,1,M,100,A,R,-122.44399394,37.80751105,"99 Yacht Rd, San Francisco, CA, 94123",99 YACHT RD,698,ST FRANCIS YACHT CLUB,99 YACHT RD,San Francisco,CA,94123,698,3798,ACTIVE,47,1951/11/07,2013/08/31,Census Tract: 0128.00,NA,"700 MARINA BLVD SAN FRANCISCO, CA 94123",3800,12700,1828833.07993442,646886.635454569
16910,1,M,100,A,R,-122.44399394,37.80751105,"99 Yacht Rd, San Francisco, CA, 94123",99 YACHT RD,699,ST FRANCIS YACHT CLUB,99 YACHT RD,San Francisco,CA,94123,699,3798,ACTIVE,21,1951/11/07,2013/08/31,Census Tract: 0128.00,NA,"700 MARINA BLVD SAN FRANCISCO, CA 94123",3800,12700,1828833.07993442,646886.635454569
2524,1,M,100,A,R,-122.40918756,37.80089381,"1630 Stockton St, San Francisco, CA, 94133",1630 STOCKTON ST,3253,ITALIAN ATHLETIC CLUB SAN FRANCISCO,1630 STOCKTON ST,San Francisco,CA,94133,3253,28553,ACTIVE,57,1954/03/18,2013/03/31,Census Tract: 0106.00,SAN FRANCISCO ITALIAN ATHLETIC CLUB,NA,3800,10600,1831882.10259566,646089.091456748
2083,1,M,100,A,L,-122.39680666,37.764647,"136 Missouri St, San Francisco, CA, 94107",136 MISSOURI ST,2669,MONTE CRISTO SOCIAL CLUB INC,136 MISSOURI ST,San Francisco,CA,94107,2669,26958,ACTIVE,48,1954/12/10,2013/08/31,Census Tract: 0227.02,MONTE CRISTO SOCIAL CLUB INC,NA,3800,22702,1832890.9011893,642045.367041084
1865,1,M,100,A,R,-122.40985136,37.78748098,"414 Mason St, San Francisco, CA, 94102",414 MASON ST,2404,CERCLE DE LUNION,414 MASON ST,San Francisco,CA,94102,2404,21970,ACTIVE,51,1956/03/05,2013/10/31,Census Tract: 0123.02,NA,NA,3800,12302,1831793.93253644,644602.398344823
2420,1,M,100,A,L,-122.42369725,37.7911986,"1870 Sacramento St, San Francisco, CA, 94109",1870 SACRAMENTO ST,3109,"LIEBERMAN, RICHARD P",1870 SACRAMENTO ST,San Francisco,CA,94109,3109,50234,ACTIVE,40,1957/12/11,2013/04/30,Census Tract: 0131.01,NA,"1499 SUTTER ST SAN FRANCISCO, CA 94109",3800,13101,1830582.80446126,645039.513362739
2044,1,M,100,A,R,-122.44005089,37.71765483,"5051 Mission St, San Francisco, CA, 94112",5051 MISSION ST,2619,GRAND LODGE OF CALIFORNIA ORDER SON,5051 MISSION ST,San Francisco,CA,94112,2619,31119,ACTIVE,47,1958/05/05,2013/09/30,Census Tract: 0260.04,NA,NA,3800,26004,1828973.94047707,636909.499086015
4010,1,M,100,A,R,-122.394461,37.7600819,"1309 20th St, San Francisco, CA, 94107",1309 20TH ST,169,"WONG, LINDA",1309 20TH ST,San Francisco,CA,94107,169,7121,ACTIVE,20,1958/09/15,2014/01/31,Census Tract: 0614.00,HILLTOP GROCERY,NA,3800,61400,1833087.40092858,641534.245028495
404,1,M,100,A,L,-122.41204073,37.78003121,"26 7th St, San Francisco, CA, 94103",26 7TH ST,534,SAN FRANCISCO ODD FELLOWS CLUB,26 7TH ST,San Francisco,CA,94103,534,9757,ACTIVE,40,1959/08/06,2013/07/31,Census Tract: 0176.01,SAN FRANCISCO ODD FELLOWS CLUB,NA,3800,17601,1831583.81307383,643780.083306988
1782,1,M,100,A,L,-122.40759486,37.76324248,"2424 Mariposa St, San Francisco, CA, 94110",2424 MARIPOSA ST,2306,VERDI CLUB INC,2424 MARIPOSA ST,San Francisco,CA,94110,2306,56048,ACTIVE,47,1960/11/18,2013/02/28,Census Tract: 0228.02,VERDI CLUB,NA,3800,22802,1831937.88625056,641909.004040288
1663,1,M,100,A,R,-122.50508408,37.76040224,"4019 Judah St, San Francisco, CA, 94122",4019 JUDAH ST,2160,"LOPEZ, CELIA R",4019 JUDAH ST,San Francisco,CA,94122,2160,9523,ACTIVE,47,1963/11/07,2013/03/31,Census Tract: 0352.02,CELIAS RESTAURANT CORPORATION,NA,3800,35202,1823342.88789667,641773.233487424
2638,1,M,89,A,R,-122.38652182,37.77123364,"489 Terry Francois St, San Francisco, CA, 94158",489 TERRY FRANCOIS BLVD,3407,BAYVIEW BOAT CLUB,489 TERRY FRANCOIS BLVD,San Francisco,CA,94158,3407,30323,ACTIVE,51,1964/06/12,2013/03/31,Census Tract:,BAY VIEW BOAT CLUB,NA,3800,60700,1833811.90086961,642757.51068061
4201,1,M,100,A,R,-122.42386553,37.76320171,"499 Guerrero St, San Francisco, CA, 94110",499 GUERRERO ST,1839,"HOM, CHIN SONG G",499 GUERRERO ST,San Francisco,CA,94110,1839,34886,ACTIVE,21,1964/09/02,2013/06/30,Census Tract: 0202.00,HOMS GROCERY,NA,3800,20200,1830503.88854287,641933.371173224
4910,1,M,100,A,R,-122.41038405,37.75588645,"2801 22nd St, San Francisco, CA, 94110",2801 22ND ST,202,"MUHAWIEH, IBRAHIM I",2801 22ND ST,San Francisco,CA,94110-3429,202,67846,ACTIVE,21,1965/07/01,2013/06/30,Census Tract: 0228.03,JEFFERSON MARKET,NA,3800,22803,1831674.84409751,641097.751297978
867,1,M,100,A,L,-122.40614758,37.79746727,"255 Columbus Ave, San Francisco, CA, 94133",255 COLUMBUS AVE,1133,VESUVIO INC,255 COLUMBUS AVE,San Francisco,CA,94133,1133,18339,ACTIVE,48,1965/11/17,2013/09/30,Census Tract: 0107.00,VESUVIO,NA,3800,10700,1832142.78022023,645703.417567466
1363,1,M,100,A,R,-122.40626632,37.79463744,"838 Grant Ave, San Francisco, CA, 94108",838 GRANT AVE,1769,CHINESE RESTAURANT ASSOCIATION INC,838 GRANT AVE,San Francisco,CA,94108,1769,25488,ACTIVE,47,1966/08/05,2013/08/31,Census Tract: 0611.00,EMPRESS OF CHINA,NA,3800,61100,1832125.31094631,645390.301656957
27010,1,M,100,A,L,-122.40770507,37.79852373,"373 Columbus Ave, San Francisco, CA, 94133",373 COLUMBUS AVE,1165,"MASTRELLI, A",373 COLUMBUS AVE,San Francisco,CA,94133,1165,46505,ACTIVE,20,1967/07/01,2013/05/31,Census Tract: 0107.00,NA,NA,3800,10700,1832007.40007323,645823.978067503
649,1,M,100,A,L,-122.39931517,37.79339631,"240 California St, San Francisco, CA, 94111",240 CALIFORNIA ST,857,TADICH GRILL,240 CALIFORNIA ST,San Francisco,CA,94111-4322,857,5205,ACTIVE,47,1967/08/10,2013/05/31,Census Tract: 0117.00,TADICH GRILL,NA,3800,11700,1832734.63486344,645240.143333355
6221,1,M,100,A,R,-122.41020946,37.78609883,"333 Ofarrell St, San Francisco, CA, 94102",333 OFARRELL ST,2796,HILTON HOTELS CORPORATION,333 OFARRELL ST,San Francisco,CA,94102-2116,2796,31767,SUREND,21,1968/02/06,2013/07/31,Census Tract: 0123.01,NA,"7930 JONES BRANCH DR, 11TH FLOOR MCLEAN, VA 22102-3388",3800,12301,1831759.11734098,644449.368197712
2857,1,M,71,M,L,-122.41589884,37.8084725,"1 Fishermans Wharf, San Francisco, CA, 94133",FISHERMANS WHARF,3671,SCOMAS RESTAURANT INC,FISHERMANS WHARF,San Francisco,CA,94133,3671,34420,ACTIVE,47,1968/03/14,2013/10/31,Census Tract: 0607.00,SCOMAS RESTAURANT INC,NA,3800,10100,1831311.25463261,646915.388798953
10710,1,M,100,A,L,-122.38896649,37.74018221,"4124 3rd St, San Francisco, CA, 94124",4124 3RD ST,433,"BERTOLUCCI, J",4124 3RD ST,San Francisco,CA,94124,433,58715,ACTIVE,20,1968/04/01,2013/05/31,Census Tract: 9809.00,CONSTANCE GROCERY,NA,3800,980900,1833526.90237585,639317.105714393
6631,1,M,100,A,L,-122.42907826,37.78573163,"1656 Post St, San Francisco, CA, 94115",1656 POST ST,2996,K SAKAI CO,1656 POST ST,San Francisco,CA,94115,2996,18765,ACTIVE,21,1968/10/30,2013/05/31,Census Tract: 0155.00,K SAKAI CO,NA,3800,15500,1830096.73569303,644442.541126111
2901,1,M,100,A,L,-122.43985291,37.78487034,"1661 Divisadero St, San Francisco, CA, 94115",1661 DIVISADERO ST,1258,"ZAAROUR, BOTRUS",1661 DIVISADERO ST,San Francisco,CA,94115,1258,15606,ACTIVE,21,1969/03/27,2013/06/30,Census Tract: 0155.00,PETES DELI & CAFE,NA,3800,15500,1829145.99720487,644367.355702971
6791,1,M,100,A,L,-122.38838835,37.73060435,"1501 Revere Ave, San Francisco, CA, 94124",1501 REVERE AVE,3076,"BISHOP, BERNICE",1501 REVERE AVE,San Francisco,CA,94124,3076,64422,ACTIVE,21,1970/02/01,2013/02/28,Census Tract: 0232.00,FOODWAY MARKET,"1494 REVERE AVE SAN FRANCISCO, CA 94124",3800,23200,1833556.17203327,638253.321779468
401,1,M,79,A,R,-122.39749787,37.79924938,"2 Pier 7, San Francisco, CA, 94111",PIER 7 THE EMBARCADERO,527,BUNDOX RESTAURANT CORP THE,PIER 7 THE EMBARCADERO,San Francisco,CA,94111,527,18366,ACTIVE,47,1970/08/12,2013/06/30,Census Tract: 0105.00,WATERFRONT RESTAURANT,NA,3800,10500,1832907.77000837,645886.534552193
2570,1,M,100,A,R,-122.41311184,37.78859484,"777 Sutter St, San Francisco, CA, 94109",777 SUTTER ST,3311,BAROUS INC,777 SUTTER ST,San Francisco,CA,94109,3311,8121,ACTIVE,47,1970/10/09,2014/01/31,Census Tract: 0121.00,FLEUR DE LYS,NA,3800,12100,1831508.98475101,644732.010597293
4901,1,M,100,A,L,-122.40878496,37.7958178,"830 Jackson St, San Francisco, CA, 94133",830 JACKSON ST,2117,"LEONG, CHOY G",830 JACKSON ST,San Francisco,CA,94133,2117,59344,ACTIVE,20,1971/02/01,2013/04/30,Census Tract: 0113.00,NA,NA,3800,11300,1831906.25293361,645525.546945193
5391,1,M,100,A,R,-122.40959387,37.78624463,"300 Mason St, San Francisco, CA, 94102",300 MASON ST,2402,RICHARD PARASOL INC,300 MASON ST,San Francisco,CA,94102,2402,14070,ACTIVE,21,1971/05/03,2013/10/31,Census Tract: 0123.01,FREDS LIQUOR & DELI,NA,3800,12301,1831813.29677199,644464.235408465
1817,1,M,100,A,L,-122.4007519,37.78986107,"554 Market St, San Francisco, CA, 94104",554 MARKET ST,2347,MARKS PACIFIC CORPORATION,554 MARKET ST,San Francisco,CA,94104,2347,65918,ACTIVE,48,1971/09/22,2013/08/31,Census Tract: 0615.00,SUTTER STATION TAVERN,NA,3800,11700,1832599.96633737,644850.539806312
1641,1,M,100,A,L,-122.4171961,37.80809864,"286 Jefferson St, San Francisco, CA, 94133",286 JEFFERSON ST,2132,CASTAGNOLA INC OF SAN FRANCISCO,286 JEFFERSON ST,San Francisco,CA,94133,2132,5649,ACTIVE,47,1971/12/08,2013/09/30,Census Tract: 0101.00,LOLLIS CASTAGNOLA,NA,3800,10100,1831193.77227998,646902.820224426
2368,1,M,100,A,R,-122.40780951,37.78571975,"120 Powell St, San Francisco, CA, 94102",120 POWELL ST,3035,TADS INC,120 POWELL ST,San Francisco,CA,94102,3035,5640,ACTIVE,41,1972/04/27,2013/10/31,Census Tract: 0117.00,TADS STEAK RESTAURANT,NA,3800,11700,1831969.71740251,644403.142352906
7681,1,M,100,A,L,-122.38880778,37.75225384,"1500 Tennessee St, San Francisco, CA, 94107",1500 TENNESSEE ST,3402,GRENIER WHOLESALE LIQUORS INC,1500 TENNESSEE ST,San Francisco,CA,94107,3402,36207,ACTIVE,20,1972/07/01,2013/07/31,Census Tract: 9809.00,GRENIER WHOLESALE LIQUORS INC,NA,3800,980900,1833568.19862488,640655.997777059
4210,1,M,100,A,R,-122.42353305,37.75830274,"3701 20th St, San Francisco, CA, 94110",3701 20TH ST,173,"CHAN, JAMES",3701 20TH ST,San Francisco,CA,94110,173,35113,ACTIVE,21,1973/08/31,2013/03/31,Census Tract: 0207.00,20TH STREET GROCERY,NA,3800,20700,1830522.02033519,641388.916559766
1276,1,M,100,A,R,-122.48288753,37.78006979,"5929 Geary Blvd, San Francisco, CA, 94121",5929 GEARY BLVD,1659,"BERMEJO, ELMY B",5929 GEARY BLVD,San Francisco,CA,94121,1659,69157,ACTIVE,47,1973/09/01,2013/07/31,Census Tract: 0477.01,TOMMYS RESTAURANT,NA,3800,47701,1825344.34320595,643913.936169284
2515,1,M,100,A,R,-122.39959559,37.7897235,"49 Stevenson St, San Francisco, CA, 94105","49 STEVENSON ST, STE A",3237,ICF INC,"49 STEVENSON ST, STE A",San Francisco,CA,94105-2909,3237,69797,ACTIVE,47,1974/01/01,2013/07/31,Census Tract: 0615.00,YANK SING,"PO BOX 192960 SAN FRANCISCO, CA 94119",3800,61500,1832701.80066961,644832.498805216
2627,1,M,100,A,L,-122.41589081,37.80841749,"2847 Taylor St, San Francisco, CA, 94133",2847 TAYLOR ST,3389,"GERALDI, ALPHONSE B",2847 TAYLOR ST,San Francisco,CA,94133,3389,10866,ACTIVE,47,1974/03/12,2013/06/30,Census Tract: 0101.00,NA,NA,3800,10100,1831309.30852482,646936.393410956
2628,1,M,100,A,L,-122.41589323,37.8084338,"2851 Taylor St, San Francisco, CA, 94133",2851 TAYLOR ST,3390,"GERALDI, ALPHONSE B",2851 TAYLOR ST,San Francisco,CA,94133,3390,10877,ACTIVE,47,1974/03/12,2013/07/31,Census Tract: 0101.00,NA,NA,3800,10100,1831309.3493891,646938.389218644
1261,1,M,100,A,L,-122.49440186,37.77970233,"7000 Geary Blvd, San Francisco, CA, 94121",7000 GEARY BLVD,1637,"HAWKER, THOMAS K",7000 GEARY BLVD,San Francisco,CA,94121,1637,1251,ACTIVE,41,1974/05/21,2014/01/31,Census Tract: 0478.02,PACIFIC CAFE GEARY,NA,3800,47802,1824329.69202453,643894.568706242
7881,1,M,100,A,L,-122.42103955,37.75528214,"1100 Valencia St, San Francisco, CA, 94110",1100 VALENCIA ST,3502,LUCCA RAVIOLI COMPANY INC,1100 VALENCIA ST,San Francisco,CA,94110,3502,18980,ACTIVE,21,1974/05/21,2013/10/31,Census Tract: 0210.00,LUCCA RAVIOLI CO INC,NA,3800,21000,1830735.40521886,641050.097606275
2639,1,M,100,A,R,-122.38722256,37.77324906,"405 Terry Francois St, San Francisco, CA, 94158",405 TERRY FRANCOIS ST,3408,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS ST,San Francisco,CA,94158,3408,6895,ACTIVE,51,1974/06/03,2013/05/31,Census Tract: 0607.00,MARIPOSA HUNTERS POINT YACHT CLUB,NA,3800,60700,1833754.6232479,642982.286962785
2230,1,M,100,A,L,-122.51369208,37.77854748,"1090 Point Lobos Ave, San Francisco, CA, 94121",1090 POINT LOBOS AVE,2870,PEANUT WAGON INC,1090 POINT LOBOS AVE,San Francisco,CA,94121-1449,2870,19287,ACTIVE,47,1974/09/01,2013/07/31,Census Tract: 0479.01,CLIFF HOUSE THE,NA,3800,47901,1822628.0686917,643803.226077236
2214,1,M,89,A,L,-122.3987704,37.79481144,"2 Embarcadero Ctr, San Francisco, CA, 94111",EMBARCADERO PIER 2,2849,SINBADS PIER 2 INC,EMBARCADERO PIER 2,San Francisco,CA,94111,2849,68735,ACTIVE,47,1975/03/01,2013/05/31,Census Tract: 0105.00,NA,NA,3800,10500,1832786.11923904,645395.834053908
2676,1,M,100,A,R,-122.43055773,37.79764961,"1901 Union St, San Francisco, CA, 94123",1901 UNION ST,3452,GABRIELS HORN INC,1901 UNION ST,San Francisco,CA,94123,3452,60477,ACTIVE,48,1975/04/01,2013/07/31,Census Tract: 0130.00,BUS STOP,NA,3800,13000,1829993.36178071,645768.448282524
2154,1,M,100,A,L,-122.46899098,37.72976286,"2355 Ocean Ave, San Francisco, CA, 94127",2355 OCEAN AVE,2771,CONCORDIA SPORT CLUB INC,2355 OCEAN AVE,San Francisco,CA,94127,2771,8619,ACTIVE,51,1975/06/01,2013/09/30,Census Tract: 0309.00,CONCORDIA SPORT CLUB INC,NA,3800,30900,1826451.33848271,638305.924363314
6101,1,M,100,A,R,-122.38834165,37.7335256,"1496 Oakdale Ave, San Francisco, CA, 94124",1496 OAKDALE AVE,2751,"FORD, RENEE",1496 OAKDALE AVE,San Francisco,CA,94124,2751,66773,ACTIVE,21,1976/01/01,2013/03/31,Census Tract: 0231.02,FORDS GROCERY,NA,3800,23102,1833566.65959013,638576.560243226
3301,1,M,100,A,R,-122.43395021,37.78987313,"2200 Fillmore St, San Francisco, CA, 94115",2200 FILLMORE ST,1386,JOPOS INC,2200 FILLMORE ST,San Francisco,CA,94115,1386,21960,ACTIVE,21,1976/06/01,2013/10/31,Census Tract: 0135.00,D & M WINE & LIQUOR COMPANY,NA,3800,13500,1829676.99873692,644911.431716255
4681,1,M,100,M,R,-122.37661187,37.73256121,"950 Innes Ave, San Francisco, CA, 94124",950 INNES AVE,2030,"PINKARD, MERCEDES D",950 INNES AVE,San Francisco,CA,94124,2030,24573,ACTIVE,21,1976/11/01,2013/03/31,Census Tract: 0231.03,SURFSIDE LIQUORS,"240 MERCED DR SAN BRUNO, CA 94066",3800,23103,1834598.76971388,638448.978111537
975,1,M,100,A,R,-122.44049629,37.78865464,"2062 Divisadero St, San Francisco, CA, 94115",2062 DIVISADERO ST,1265,"ELLIS, KELLY A JR",2062 DIVISADERO ST,San Francisco,CA,94115,1265,9795,ACTIVE,48,1976/12/01,2013/05/31,Census Tract: 0134.00,LION PUB THE,NA,3800,13400,1829097.66685291,644787.653704141
2270,1,M,100,A,L,-122.42225627,37.79804747,"2323 Polk St, San Francisco, CA, 94109",2323 POLK ST,2919,CASABLANCA INC,2323 POLK ST,San Francisco,CA,94109-1821,2919,68091,ACTIVE,47,1976/12/01,2014/01/31,Census Tract: 0109.00,REX CAFE,NA,3800,10900,1830725.13071772,645797.309188867
2560,1,M,100,A,R,-122.42497801,37.78709206,"1499 Sutter St, San Francisco, CA, 94109",1499 SUTTER ST,3301,"LIEBERMAN, IRENE",1499 SUTTER ST,San Francisco,CA,94109,3301,29933,ACTIVE,41,1977/02/08,2013/03/31,Census Tract: 0151.00,NA,NA,3800,15100,1830460.99237859,644586.784325479
1223,1,M,100,A,L,-122.46369607,37.78117287,"4142 Geary Blvd, San Francisco, CA, 94118",4142 GEARY BLVD,1594,"YANG, KOO M",4142 GEARY BLVD,San Francisco,CA,94118,1594,43891,ACTIVE,41,1977/03/01,2014/01/31,Census Tract: 0401.00,FIVE HAPPINESS RESTAURANT INC,NA,3800,40100,1827037.0638922,644000.035117103
1205,1,M,100,A,R,-122.44317672,37.78271366,"2425 Geary Blvd, San Francisco, CA, 94115",2425 GEARY BLVD,1572,KAISER FOUNDATION HOSPITALS,2425 GEARY BLVD,San Francisco,CA,94115,1572,30357,ACTIVE,63,1977/04/12,2013/12/31,Census Tract: 0157.00,NA,"1950 FRANKLIN ST, 14TH FL OAKLAND, CA 94612",3800,15700,1828847.99400042,644133.941363608
7641,1,M,100,A,L,-122.41586304,37.80823,"2801 Taylor St, San Francisco, CA, 94133",2801 TAYLOR ST,3393,GUARDINOS SOUVENIR & GIFT SHOP INC,2801 TAYLOR ST,San Francisco,CA,94133,3393,2659,ACTIVE,20,1977/05/01,2013/09/30,Census Tract: 0101.00,GUARDINOS SOUVENIR & GIFT SHOP INC,NA,3800,10100,1831311.25463261,646915.388798953
1373,1,M,100,A,L,-122.40652295,37.7951793,"901 Grant Ave, San Francisco, CA, 94108",901 GRANT AVE,1780,BUDDHA LOUNGE INC,901 GRANT AVE,San Francisco,CA,94108,1780,7049,ACTIVE,48,1977/08/01,2013/09/30,Census Tract: 0611.00,BUDDHA LOUNGE,NA,3800,61100,1832104.35840147,645450.627591696
1591,1,M,100,A,R,-122.46312402,37.76413274,"501 Irving St, San Francisco, CA, 94122",501 IRVING ST,2069,"NASER, JULIET A",501 IRVING ST,San Francisco,CA,94122,2069,54605,ACTIVE,41,1977/08/01,2013/05/31,Census Tract: 0301.01,YELLOW SUBMARINE THE,"1438 21ST AVE SAN FRANCISCO, CA 94122",3800,30101,1827048.10028525,642108.973715075
1048,1,M,77,A,L,-122.3987704,37.79481144,"2 Embarcadero Ctr, San Francisco, CA, 94111","2 EMBARCADERO CTR, STREET LEVEL",1370,METROPOLITAN FOOD & BEVERAGE CO INC,"2 EMBARCADERO CTR, STREET LEVEL",San Francisco,CA,94111-3824,1370,61242,ACTIVE,48,1977/10/01,2013/02/28,Census Tract: 0105.00,HOLDING COMPANY THE,NA,3800,10500,1832786.11923904,645395.834053908
109,1,M,100,A,R,-122.43384118,37.76089864,"4049 18th St, San Francisco, CA, 94114",4049 18TH ST,139,DAVIC INC,4049 18TH ST,San Francisco,CA,94114-2501,139,6237,ACTIVE,48,1977/11/01,2013/07/31,Census Tract: 0206.00,MOBY DICK,NA,3800,20600,1829620.05311834,641696.021168252
2146,1,M,100,A,L,-122.45415286,37.72343945,"1101 Ocean Ave, San Francisco, CA, 94112",1101 OCEAN AVE,2758,"CASTLE, SUSAN B",1101 OCEAN AVE,San Francisco,CA,94112,2758,54591,ACTIVE,48,1978/01/01,2014/01/31,Census Tract: 0312.01,NA,NA,3800,31201,1827744.40588577,637576.999808009
1513,1,M,100,A,L,-122.42444345,37.77673928,"488 Hayes St, San Francisco, CA, 94102",488 HAYES ST,1957,J BUXTON INC,488 HAYES ST,San Francisco,CA,94102-4309,1957,399,ACTIVE,48,1978/02/08,2013/09/30,Census Tract: 0162.00,MARLENAS,NA,3800,16200,1830484.07474396,643436.245740093
605,1,M,100,A,R,-122.4090468,37.79008258,"715 Bush St, San Francisco, CA, 94108",715 BUSH ST,800,"LAMBERT, CLAUDE",715 BUSH ST,San Francisco,CA,94108,800,4948,ACTIVE,41,1978/03/01,2013/08/31,Census Tract: 0121.00,RESTAURANT JEANNE DARC,NA,3800,12100,1831870.29985398,644889.353641856
666,1,M,100,A,R,-122.4647736,37.78474935,"4419 California St, San Francisco, CA, 94118",4419 CALIFORNIA ST,882,"AKIMOTO, HISAO",4419 CALIFORNIA ST,San Francisco,CA,94118,882,50886,ACTIVE,41,1978/03/21,2013/06/30,Census Tract: 0402.00,TANUKI RESTAURANT,NA,3800,40200,1826951.15436989,644399.17314655
322,1,M,100,A,L,-122.38866395,37.74112668,"4004 3rd St, San Francisco, CA, 94124",4004 3RD ST,424,SAM JORDAN OF CALIFORNIA CATERING I,4004 3RD ST,San Francisco,CA,94124,424,1352,ACTIVE,48,1978/03/22,2013/02/28,Census Tract: 9809.00,SAM JORDANS BAR,"PO BOX 883572 SAN FRANCISCO, CA 94188",3800,980900,1833555.96079964,639421.341107556
